eventdate,mealname,fcst_custcount,served_custcount,sold_custcount,itemname,fcst_prtncount,fcst_prtnsize,sold_prtncount,served_prtnsize
9/4/2025 0:00,Lunch,790,747,747,PITA WEDGES (VN),,4 Pieces,,4 Pieces
9/4/2025 0:00,Lunch,790,747,747,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
9/4/2025 0:00,Lunch,790,747,747,"TORTILLAS FLOUR 6"" (VN)",,Tortilla,,Tortilla
9/4/2025 0:00,Lunch,790,747,747,TACOS CAULIFLOWER CHICKPEA (GF)(VN)(T9),,1 Taco,,1 Taco
9/4/2025 0:00,Lunch,790,747,747,RICE MEDIUM GRAIN (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/4/2025 0:00,Lunch,790,747,747,CHILI CHICKEN THIGH TORTILLA (GF)(H)(T9),400,8 oz Cup,162,8 oz Cup
9/4/2025 0:00,Lunch,790,747,747,CHIPS CORN (GF)(VN)(T9),200,1 oz Serving,120,1 oz Serving
9/4/2025 0:00,Lunch,790,747,747,SALSA CORN (GF)(VN)(T9),260,1/4 Cup,144,1/4 Cup
9/4/2025 0:00,Lunch,790,747,747,GUACAMOLE FROZEN (GF)(VN)(T9),300,1 oz Serving,320,1 oz Serving
9/4/2025 0:00,Lunch,790,747,747,PENNE MEAT SAUCE BAKED W/ RICOTTA (H),800,5 oz Serving,640,5 oz Serving
9/4/2025 0:00,Lunch,790,747,747,SAUSAGE ITALIAN (GF)(T9),,Sausage,427,Sausage
9/4/2025 0:00,Lunch,790,747,747,PEPPERS & ONIONS SAUTEED(GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/4/2025 0:00,Lunch,790,747,747,VEGETABLES ROASTED (GF)(VN)(T9),300,1 oz Serving,174,1/2 Cup
9/4/2025 0:00,Lunch,790,747,747,ROLLS SWEET DINNER PB (VGT),,Roll,,Roll
9/4/2025 0:00,Lunch,790,747,747,FLATBREAD PIZZA PEPPERONI (H),300,Slice,360,Slice
9/4/2025 0:00,Lunch,790,747,747,FLATBREAD PIZZA RICOTTA TOMATO (VGT),400,Slice,336,Slice
9/4/2025 0:00,Lunch,790,747,747,POTATOES FRIES CURLY SEASONED (VN),800,1/2 Cup,600,1/2 Cup
9/4/2025 0:00,Lunch,790,747,747,COOKIES CHOCOLATE CHUNK EB (VGT),408,Cookie,267,Cookie
9/4/2025 0:00,Lunch,790,747,747,COOKIES MAIZE AND BLUE EB (VGT),204,Cookie,151,Cookie
9/4/2025 0:00,Dinner,470,530,530,RICE BASMATI (GF)(VN)(T9),120,1/2 Cup,120,1/2 Cup
9/4/2025 0:00,Dinner,470,530,530,COOKIES CHOCOLATE CHUNK EB (VGT),,Cookie,,Cookie
9/4/2025 0:00,Dinner,470,530,530,COOKIES MAIZE AND BLUE EB (VGT),,Cookie,,Cookie
9/4/2025 0:00,Dinner,470,530,530,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
9/4/2025 0:00,Dinner,470,530,530,PITA WEDGES (VN),,4 Pieces,,4 Pieces
9/4/2025 0:00,Dinner,470,530,530,GRAIN BLEND RUBY WILD (GF)(VN)(T9),,4 oz Serving,,4 oz Serving
9/4/2025 0:00,Dinner,470,530,530,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
9/4/2025 0:00,Dinner,470,530,530,TAGINE CHICKPEA & VEGETABLE (GF)(VN)(T9),120,3 Oz,107,3 Oz
9/4/2025 0:00,Dinner,470,530,530,RICE PILAF (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/4/2025 0:00,Dinner,470,530,530,CASSEROLE BEEF GROUND RIO GRANDE (GF)(H),500,1/2 Cup,300,1/2 Cup
9/4/2025 0:00,Dinner,470,530,530,GUACAMOLE FROZEN (GF)(VN)(T9),400,1 oz Serving,480,1 oz Serving
9/4/2025 0:00,Dinner,470,530,530,CHIPS TORTILLA (GF)(VN)(T9),,1 oz Serving,160,1 oz Serving
9/4/2025 0:00,Dinner,470,530,530,SALSA CORN (GF)(VN)(T9),,1/4 Cup,,1/4 Cup
9/4/2025 0:00,Dinner,470,530,530,SALSA VERDE (GF)(VN)(T9),300,1/4 Cup,32,1/4 Cup
9/4/2025 0:00,Dinner,470,530,530,CHICKEN PULLED SRIRACHA (GF)(H),,4 Oz,,4 Oz
9/4/2025 0:00,Dinner,470,530,530,VEGETABLES ROASTED (GF)(VN)(T9),200,1 oz Serving,146,1/2 Cup
9/4/2025 0:00,Dinner,470,530,530,SLAW KOREAN SESAME SPICY (VN),,2 oz,,2 oz
9/4/2025 0:00,Dinner,470,530,530,ROLLS SWEET DINNER PB (VGT),,Roll,,Roll
9/4/2025 0:00,Dinner,470,530,530,FLATBREAD PIZZA PEPPERONI (H),300,Slice,336,Slice
9/4/2025 0:00,Dinner,470,530,530,FLATBREAD PIZZA RICOTTA TOMATO (VGT),300,Slice,360,Slice
9/4/2025 0:00,Dinner,470,530,530,SAUSAGE ITALIAN (GF)(T9),,Sausage,,Sausage
9/4/2025 0:00,Dinner,470,530,530,PEPPERS & ONIONS SAUTEED(GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/4/2025 0:00,Dinner,470,530,530,POTATOES FRIES CURLY SEASONED (VN),,1/2 Cup,,1/2 Cup
9/4/2025 0:00,Dinner,470,530,530,COOKIE SANDWICH MAPLE OATMEAL (VN),50,Sandwich,40,Sandwich
9/5/2025 0:00,Breakfast,260,325,325,SMOOTHIE PINEAPPLE STRAWBERRY(GF)(VGT),,6 oz,,6 oz
9/5/2025 0:00,Breakfast,260,325,325,SAUSAGE CHICKEN LINKS (GF)(H)(T9),,2 Links,,2 Links
9/5/2025 0:00,Breakfast,260,325,325,POTATOES HASH BROWNS (GF)(VN),,1/2 Cup,,1/2 Cup
9/5/2025 0:00,Breakfast,260,325,325,HOT CEREAL OATMEAL (VN),0,8 oz Cup,0,8 oz Cup
9/5/2025 0:00,Breakfast,260,325,325,VEGETABLES SAUTEED (GF)(VN)(T9),40,1/2 Cup,65,1/2 Cup
9/5/2025 0:00,Breakfast,260,325,325,TOFU SCRAMBLE SOUTHWEST (VN)(GF),24,1/2 cup,29,1/2 cup
9/5/2025 0:00,Breakfast,260,325,325,EGGS SCRAMBLED (GF)(VGT),360,1/2 cup Serving,432,1/2 cup Serving
9/5/2025 0:00,Breakfast,260,325,325,SAUSAGE PATTIES CHICKEN (GF)(T9),,Patty,256,Patty
9/5/2025 0:00,Breakfast,260,325,325,POTATOES LYONNAISE (GF)(VN)(T9),140,1/2 Cup,267,1/2 Cup
9/5/2025 0:00,Breakfast,260,325,325,BREAD CINNAMON PULL APART (VGT),160,Serving,160,Serving
9/5/2025 0:00,Breakfast,260,325,325,DONUTS VANILLA ICED (VGT),24,Donut,48,Donut
9/5/2025 0:00,Breakfast,260,325,325,MUFFINS CAPPUCCINO CHOC CHIP BATTER(VGT),24,Muffin,48,Muffin
9/5/2025 0:00,Breakfast,260,325,325,MUFFINS LEMON POPPYSEED BATTER (VGT),24,Muffin,48,Muffin
9/5/2025 0:00,Lunch,730,626,626,FALAFEL CHICKPEA (VN),,3 oz Serving,,3 oz Serving
9/5/2025 0:00,Lunch,730,626,626,CORN CAKES SOUTHWEST (VN)(GF)(T9),120,3 oz.,123,3 oz.
9/5/2025 0:00,Lunch,730,626,626,CHICKEN DRUMMIES BATTERED,,3 Drummies,,3 Drummies
9/5/2025 0:00,Lunch,730,626,626,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
9/5/2025 0:00,Lunch,730,626,626,PITA WEDGES (VN),,4 Pieces,,4 Pieces
9/5/2025 0:00,Lunch,730,626,626,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
9/5/2025 0:00,Lunch,730,626,626,GUACAMOLE FROZEN (GF)(VN)(T9),200,1 oz Serving,160,1 oz Serving
9/5/2025 0:00,Lunch,730,626,626,SALSA MILD (GF)(VN)(T9),100,1/4 Cup,128,1/4 Cup
9/5/2025 0:00,Lunch,730,626,626,CURRY LENTIL CAULIFLOWER COCONUT(GF)(VN),,3 oz serving,,3 oz serving
9/5/2025 0:00,Lunch,730,626,626,FRIJOLES DE LA OLLA (GF)(VN)(T9),80,Serving,43,Serving
9/5/2025 0:00,Lunch,730,626,626,RICE PILAF (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/5/2025 0:00,Lunch,730,626,626,BEEF ROTISSIERIE CHURRASCO (GF)(H)(T9),400,Piece,200,Piece
9/5/2025 0:00,Lunch,730,626,626,RICE PILAF (GF)(VN)(T9),350,1/2 Cup,260,1/2 Cup
9/5/2025 0:00,Lunch,730,626,626,VEGETABLES ROASTED (GF)(VN)(T9),300,1 oz Serving,104,1 oz Serving
9/5/2025 0:00,Lunch,730,626,626,GRILLED CHEESE WHITE (VGT),800,1/2 Sandwich,800,1/2 Sandwich
9/5/2025 0:00,Lunch,730,626,626,SOUP CREAM OF TOMATO (VGT),96,8 oz Cup,128,8 oz Cup
9/5/2025 0:00,Lunch,730,626,626,FLATBREAD PIZZA PEPPERONI (H),200,Slice,232,Slice
9/5/2025 0:00,Lunch,730,626,626,FLATBREAD PIZZA CHEESE (VGT),200,Slice,200,Slice
9/5/2025 0:00,Lunch,730,626,626,CHICKEN TENDERS,,2 Pieces,,2 Pieces
9/5/2025 0:00,Lunch,730,626,626,POTATOES FRIES CURLY SEASONED (VN),600,1/2 Cup,720,1/2 Cup
9/5/2025 0:00,Lunch,730,626,626,DRESSING RANCH HOMEMADE (GF)(VGT),128,1 oz Serving,128,1 oz Serving
9/5/2025 0:00,Lunch,730,626,626,SAUCE BBQ SWEET BABY RAYS (GF)(VN)(T9),128,Ounce,128,Ounce
9/5/2025 0:00,Lunch,730,626,626,MUSTARD HONEY(GF)(VGT)(T9),128,Tablespoon,128,Tablespoon
9/5/2025 0:00,Lunch,730,626,626,CHICKEN TENDERS,1920,2 Pieces,1013,2 Pieces
9/5/2025 0:00,Lunch,730,626,626,BARS ALMOND TOFFEE (VGT),80,Bar,34,Bar
9/5/2025 0:00,Lunch,730,626,626,COOKIES CHOCOLATE CHUNK EB (VGT),300,Cookie,368,Cookie
9/5/2025 0:00,Dinner,325,434,434,SALMON FILLET W/ CHIMICHURRI (GF)(H),320,3 oz Portion,320,3 oz Portion
9/5/2025 0:00,Dinner,325,434,434,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
9/5/2025 0:00,Dinner,325,434,434,PITA WEDGES (VN),,4 Pieces,,4 Pieces
9/5/2025 0:00,Dinner,325,434,434,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
9/5/2025 0:00,Dinner,325,434,434,VEGETABLE CURRY MONSOON (GF)(VN)(T9),64,1/2 Cup,36,1/2 Cup
9/5/2025 0:00,Dinner,325,434,434,RICE JASMINE (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/5/2025 0:00,Dinner,325,434,434,VEGETABLES SAUTEED (GF)(VN)(T9),80,1/2 Cup,120,1/2 Cup
9/5/2025 0:00,Dinner,325,434,434,CASSEROLE BEEF GROUND RIO GRANDE (GF)(H),,1/2 Cup,,1/2 Cup
9/5/2025 0:00,Dinner,325,434,434,RICE JASMINE (GF)(VN)(T9),300,1/2 Cup,240,1/2 Cup
9/5/2025 0:00,Dinner,325,434,434,CORN W/ CUMIN CHILI & TOMATO(GF)(VN)(T9),240,1/2 Cup,120,1/2 Cup
9/5/2025 0:00,Dinner,325,434,434,FLATBREAD PIZZA PEPPERONI (H),160,Slice,232,Slice
9/5/2025 0:00,Dinner,325,434,434,FLATBREAD PIZZA CHEESE (VGT),160,Slice,192,Slice
9/5/2025 0:00,Dinner,325,434,434,CHICKEN TENDERS,,2 Pieces,,2 Pieces
9/5/2025 0:00,Dinner,325,434,434,POTATOES FRIES CURLY SEASONED (VN),,1/2 Cup,,1/2 Cup
9/5/2025 0:00,Dinner,325,434,434,DRESSING RANCH HOMEMADE (GF)(VGT),,1 oz Serving,,1 oz Serving
9/5/2025 0:00,Dinner,325,434,434,SAUCE BBQ SWEET BABY RAYS (GF)(VN)(T9),,Ounce,,Ounce
9/5/2025 0:00,Dinner,325,434,434,MUSTARD HONEY(GF)(VGT)(T9),,Tablespoon,,Tablespoon
9/5/2025 0:00,Dinner,325,434,434,CAKE GOLDEN W/ CHOCO FROSTING (VN),70,Slice,25,Slice
9/6/2025 0:00,Brunch,325,475,475,RICE TEX MEX (GF)(VN)(T9),0,1/2 Cup,0,1/2 Cup
9/6/2025 0:00,Brunch,325,475,475,CORN WHOLE KERNEL (GF)(VN)(T9),0,1/2 Cup,0,1/2 Cup
9/6/2025 0:00,Brunch,325,475,475,HOT CEREAL OATMEAL (VN),0,8 oz Cup,0,8 oz Cup
9/6/2025 0:00,Brunch,325,475,475,TOFU SCRAMBLE SOUTHWEST (VN)(GF),50,1/2 cup,60,1/2 cup
9/6/2025 0:00,Brunch,325,475,475,EGGS SCRAMBLED (GF)(VGT),400,1/2 cup Serving,432,1/2 cup Serving
9/6/2025 0:00,Brunch,325,475,475,SAUSAGE PATTIES PORK (GF)(T9),427,Patty,427,Patty
9/6/2025 0:00,Brunch,325,475,475,POTATOES SWEET HOME FRIES (GF)(VN)(T9),180,1/2 Cup,160,1/2 Cup
9/6/2025 0:00,Brunch,325,475,475,FRENCH TOAST STICKS DEEP FRIED (VGT),144,4 Sticks,288,4 Sticks
9/6/2025 0:00,Brunch,325,475,475,CHICKEN THIGH TINGA (GF)(H)(T9),320,1/4 Cup,240,1/4 Cup
9/6/2025 0:00,Brunch,325,475,475,RED ONIONS PICKLED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/6/2025 0:00,Brunch,325,475,475,SHREDDED MEXICAN CHEESE BLEND(GF)(VGT),,1/8 cup,,1/8 cup
9/6/2025 0:00,Brunch,325,475,475,CHIPS TORTILLA (GF)(VN)(T9),200,1 oz Serving,64,1 oz Serving
9/6/2025 0:00,Brunch,325,475,475,GUACAMOLE FROZEN (GF)(VN)(T9),160,1 oz Serving,160,1 oz Serving
9/6/2025 0:00,Brunch,325,475,475,PICO DE GALLO FRESH (GF)(VN)(T9),160,1 oz Serving,192,1 oz Serving
9/6/2025 0:00,Brunch,325,475,475,LETTUCE ICEBERG PRESHREDDED (GF)(VN)(T9),160,1 oz Serving,64,1 oz Serving
9/6/2025 0:00,Brunch,325,475,475,TACO LENTILS (VN)(GF)(T9),48,1/4 Cup,51,1/4 Cup
9/6/2025 0:00,Brunch,325,475,475,CHIPS TORTILLA (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/6/2025 0:00,Brunch,325,475,475,RICE TEX MEX (GF)(VN)(T9),,1/2 Cup,160,1/2 Cup
9/6/2025 0:00,Brunch,325,475,475,CORN WHOLE KERNEL (GF)(VN)(T9),,1/2 Cup,100,1/2 Cup
9/6/2025 0:00,Brunch,325,475,475,FLATBREAD PIZZA PEPPERONI (H),112,Slice,144,Slice
9/6/2025 0:00,Brunch,325,475,475,FLATBREAD PIZZA CHEESE (VGT),112,Slice,144,Slice
9/6/2025 0:00,Brunch,325,475,475,ITALIAN SAUSAGE PEPPERS ONIONS WHITE,,Sandwich,,Sandwich
9/6/2025 0:00,Brunch,325,475,475,CHIPS CORN (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/6/2025 0:00,Brunch,325,475,475,CHILI SOUTHWEST CHICKEN BREAST CUBE,,Cup,,Cup
9/6/2025 0:00,Brunch,325,475,475,DANISH ASSORT MINI SCHULS TREE NUT (VGT),96,Danish,88,Danish
9/6/2025 0:00,Brunch,325,475,475,CROISSANT CHOCOLATE PILLSBURY (VGT),96,Each,112,Each
9/6/2025 0:00,Brunch,325,475,475,MUFFINS LEMON POPPYSEED BATTER (VGT),72,Muffin,48,Muffin
9/6/2025 0:00,Brunch,325,475,475,MUFFINS CHOCOLATE CHOC CHIP BATTER (VGT),72,Muffin,72,Muffin
9/7/2025 0:00,Brunch,425,453,453,HOT CEREAL OATMEAL (VN),,8 oz Cup,,8 oz Cup
9/7/2025 0:00,Brunch,425,453,453,VEGETABLES SAUTEED (GF)(VN)(T9),40,1/2 Cup,40,1/2 Cup
9/7/2025 0:00,Brunch,425,453,453,TOFU SCRAMBLE SOUTHWEST (VN)(GF),,1/2 cup,,1/2 cup
9/7/2025 0:00,Brunch,425,453,453,SCRAMBLED TOFU W/ SPINACH (GF)(VN),60,1/2 Cup,60,1/2 Cup
9/7/2025 0:00,Brunch,425,453,453,EGGS SCRAMBLED (GF)(VGT),432,1/2 cup Serving,432,1/2 cup Serving
9/7/2025 0:00,Brunch,425,453,453,BACON PRECOOKED (GF)(T9),360,4 Slices,288,4 Slices
9/7/2025 0:00,Brunch,425,453,453,POTATOES REDSKINS SEASONED (GF)(VN)(T9),200,1/2 Cup,300,1/2 Cup
9/7/2025 0:00,Brunch,425,453,453,PANCAKES CHOCOLATE CHIP (VGT),400,Pancake,400,Pancake
9/7/2025 0:00,Brunch,425,453,453,TAGINE CHICKPEA & VEGETABLE (GF)(VN)(T9),,3 Oz,,3 Oz
9/7/2025 0:00,Brunch,425,453,453,VEGETABLE CURRY (GF)(VN),,1/2 Cup,,1/2 Cup
9/7/2025 0:00,Brunch,425,453,453,CHICKEN CURRY MONSOON (GF)(H),,1/2 Cup,,1/2 Cup
9/7/2025 0:00,Brunch,425,453,453,CHICKEN 3 OZ HERB GRILLED (GF)(T9),,3 oz Piece,,3 oz Piece
9/7/2025 0:00,Brunch,425,453,453,BUNS HAMBURGER METRO (VN),,Bun,,Bun
9/7/2025 0:00,Brunch,425,453,453,CHICKEN PULLED SRIRACHA (GF)(H),,4 Oz,,4 Oz
9/7/2025 0:00,Brunch,425,453,453,SAUCE ALFREDO HOMEMADE (VGT),,1/4 Cup,,1/4 Cup
9/7/2025 0:00,Brunch,425,453,453,TORTELLINI CHEESE (VGT),,1/2 Cup,,1/2 Cup
9/7/2025 0:00,Brunch,425,453,453,TEMPEH JERK (VN)(GF),48,Piece,64,Piece
9/7/2025 0:00,Brunch,425,453,453,RICE YELLOW BURRITO STATION (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/7/2025 0:00,Brunch,425,453,453,SALAD WHITE BEAN MINT ONION(GF)(VN)(T9),,3 oz Serving,,3 oz Serving
9/7/2025 0:00,Brunch,425,453,453,ARUGULA (GF)(VN)(T9),,Ounce,,Ounce
9/7/2025 0:00,Brunch,425,453,453,CHICKEN THIGH ITALIAN (GF)(H)(T9),190,4 oz Serving,190,4 oz Serving
9/7/2025 0:00,Brunch,425,453,453,RICE YELLOW BURRITO STATION (GF)(VN)(T9),120,1/2 Cup,40,1/2 Cup
9/7/2025 0:00,Brunch,425,453,453,SALAD WHITE BEAN MINT ONION(GF)(VN)(T9),80,3 oz Serving,80,3 oz Serving
9/7/2025 0:00,Brunch,425,453,453,ARUGULA (GF)(VN)(T9),80,Ounce,160,Ounce
9/7/2025 0:00,Brunch,425,453,453,FLATBREAD PIZZA PEPPERONI (H),112,Slice,144,Slice
9/7/2025 0:00,Brunch,425,453,453,FLATBREAD PIZZA CHEESE (VGT),112,Slice,144,Slice
9/7/2025 0:00,Brunch,425,453,453,CAKE POUND SOUR CREAM (VGT),40,Piece,40,Piece
9/7/2025 0:00,Brunch,425,453,453,MUFFINS BLUEBERRY BATTER (VGT),72,Muffin,48,Muffin
9/7/2025 0:00,Brunch,425,453,453,DONUTS CHOCOLATE ICED (VGT),,Donut,72,Donut
9/7/2025 0:00,Brunch,425,453,453,MUFFINS CRANBERRY ORANGE BATTER (VGT),,Muffin,48,Muffin
9/8/2025 0:00,Breakfast,365,361,361,HOT CEREAL OATMEAL (VN),0,8 oz Cup,0,8 oz Cup
9/8/2025 0:00,Breakfast,365,361,361,VEGETABLES SAUTEED (GF)(VN)(T9),60,1/2 Cup,55,1/2 Cup
9/8/2025 0:00,Breakfast,365,361,361,SCRAMBLED TOFU W/ SPINACH (GF)(VN),30,1/2 Cup,24,1/2 Cup
9/8/2025 0:00,Breakfast,365,361,361,EGGS SCRAMBLED (GF)(VGT),432,1/2 cup Serving,432,1/2 cup Serving
9/8/2025 0:00,Breakfast,365,361,361,SAUSAGE PATTIES CHICKEN (GF)(T9),384,Patty,512,Patty
9/8/2025 0:00,Breakfast,365,361,361,HASH BREAKFAST SOUTHWEST (GF)(VN)(T9),180,4 oz Serving,216,4 oz Serving
9/8/2025 0:00,Breakfast,365,361,361,PANCAKES (VN),200,2 Pancake,200,2 Pancake
9/8/2025 0:00,Breakfast,365,361,361,SMOOTHIE TROPICAL VEGAN (GF)(VN)(T9),96,6 oz,96,6 oz
9/8/2025 0:00,Breakfast,365,361,361,MUFFINS CAPPUCCINO CHOC CHIP BATTER(VGT),48,Muffin,48,Muffin
9/8/2025 0:00,Breakfast,365,361,361,MUFFINS APPLE CINNAMON BATTER (VGT),48,Muffin,48,Muffin
9/8/2025 0:00,Breakfast,365,361,361,DONUTS GLAZED VANILLA (VGT),48,Donut,48,Donut
9/8/2025 0:00,Lunch,800,870,870,COOKIES MAIZE AND BLUE EB (VGT),0,Cookie,0,Cookie
9/8/2025 0:00,Lunch,800,870,870,CHIPS PITA FRIED (VN),400,4 Chips,400,4 Chips
9/8/2025 0:00,Lunch,800,870,870,PITA WEDGES (VN),300,4 Pieces,300,4 Pieces
9/8/2025 0:00,Lunch,800,870,870,HUMMUS (GF)(VN),300,1 oz Serving,300,1 oz Serving
9/8/2025 0:00,Lunch,800,870,870,FARRO BUTTERNUT (VN),200,1/8 Cup,200,1/8 Cup
9/8/2025 0:00,Lunch,800,870,870,STEW LENTIL (GF)(VN)(T9),120,8 oz Cup,48,8 oz Cup
9/8/2025 0:00,Lunch,800,870,870,RICE BROWN (GF)(VN)(T9),80,1/2 Cup,122,1/2 Cup
9/8/2025 0:00,Lunch,800,870,870,GREEN BEANS LEBANESE (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/8/2025 0:00,Lunch,800,870,870,CHICKEN THIGH LEBANESE (GF)(H)(T9),440,Piece,429,Piece
9/8/2025 0:00,Lunch,800,870,870,CUCUMBER RELISH (GF)(VN)(T9),300,1 oz Serving,320,1 oz Serving
9/8/2025 0:00,Lunch,800,870,870,GREEN BEANS LEBANESE (GF)(VN)(T9),400,1/2 Cup,200,1/2 Cup
9/8/2025 0:00,Lunch,800,870,870,CAVATAPPI W/ MARINARA SAUCE (VN),550,3 oz Serving,818,3 oz Serving
9/8/2025 0:00,Lunch,800,870,870,VEGETABLES ROASTED (GF)(VN)(T9),300,1 oz Serving,174,1/2 Cup
9/8/2025 0:00,Lunch,800,870,870,FLATBREAD PIZZA MARGHERITA (VGT),320,Slice,320,Slice
9/8/2025 0:00,Lunch,800,870,870,FLATBREAD PIZZA CHEESE (VGT),300,Slice,288,Slice
9/8/2025 0:00,Lunch,800,870,870,SHRIMP POPCORN,,1/2 Cup,,1/2 Cup
9/8/2025 0:00,Lunch,800,870,870,SAUCE PREMADE ZESTY ORANGE (GF)(VGT),800,1/4 Cup,239,1/4 Cup
9/8/2025 0:00,Lunch,800,870,870,SF VEGETABLE BLEND (GF)(VN)(T9),800,Cups,380,1/2 cup
9/8/2025 0:00,Lunch,800,870,870,RICE MEDIUM GRAIN (GF)(VN)(T9),800,1/2 Cup,608,1/2 Cup
9/8/2025 0:00,Lunch,800,870,870,BARS COOKIE PISTACHIO (VGT),80,Bar,57,Bar
9/8/2025 0:00,Lunch,800,870,870,COOKIES CHOCOLATE CHUNK EB (VGT),408,Cookie,408,Cookie
9/8/2025 0:00,Lunch,800,870,870,COOKIES OATMEAL RAISIN EB (VGT),,Cookie,162,Cookie
9/8/2025 0:00,Dinner,500,588,588,STRUDEL ROASTED VEGETABLE (VN),200,Piece,176,Piece
9/8/2025 0:00,Dinner,500,588,588,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
9/8/2025 0:00,Dinner,500,588,588,PITA WEDGES (VN),,4 Pieces,,4 Pieces
9/8/2025 0:00,Dinner,500,588,588,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
9/8/2025 0:00,Dinner,500,588,588,FARRO BUTTERNUT (VN),,1/8 Cup,,1/8 Cup
9/8/2025 0:00,Dinner,500,588,588,ARUGULA (GF)(VN)(T9),140,Ounce,140,Ounce
9/8/2025 0:00,Dinner,500,588,588,CHICKEN HERB GRILLED (GF)(H)(T9),640,3 oz Piece,533,3 oz Piece
9/8/2025 0:00,Dinner,500,588,588,POTATO YUKON RSTED GARLIC (GF)(VN)(T9),400,1/2 Cup,266,1/2 Cup
9/8/2025 0:00,Dinner,500,588,588,VEGETABLES ROASTED (GF)(VN)(T9),350,1 oz Serving,174,1/2 Cup
9/8/2025 0:00,Dinner,500,588,588,CAVATAPPI W/ MARINARA SAUCE (VN),,3 oz Serving,,3 oz Serving
9/8/2025 0:00,Dinner,500,588,588,VEGETABLES ROASTED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/8/2025 0:00,Dinner,500,588,588,FLATBREAD PIZZA MARGHERITA (VGT),300,Slice,256,Slice
9/8/2025 0:00,Dinner,500,588,588,FLATBREAD PIZZA CHEESE (VGT),300,Slice,248,Slice
9/8/2025 0:00,Dinner,500,588,588,SHRIMP POPCORN,,1/2 Cup,,1/2 Cup
9/8/2025 0:00,Dinner,500,588,588,SAUCE PREMADE ZESTY ORANGE (GF)(VGT),,1/4 Cup,,1/4 Cup
9/8/2025 0:00,Dinner,500,588,588,SF VEGETABLE BLEND (GF)(VN)(T9),,Cups,,Cups
9/8/2025 0:00,Dinner,500,588,588,RICE MEDIUM GRAIN (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/8/2025 0:00,Dinner,500,588,588,"CHEESECAKE RASPBERRY SWIRL 9"" ROUND(VGT)",240,Slice,210,Slice
9/8/2025 0:00,Dinner,500,588,588,COOKIE PALMIER (VN),50,Cookie,50,Cookie
9/8/2025 0:00,Dinner,500,588,588,COOKIES CHOCOLATE CHUNK EB (VGT),72,Cookie,90,Cookie
9/9/2025 0:00,Breakfast,345,311,311,SAUSAGE PATTIES TURKEY (GF)(T9),300,Patty,360,Patty
9/9/2025 0:00,Breakfast,345,311,311,HOT CEREAL OATMEAL (VN),0,8 oz Cup,0,8 oz Cup
9/9/2025 0:00,Breakfast,345,311,311,VEGETABLES SAUTEED (GF)(VN)(T9),60,1/2 Cup,55,1/2 Cup
9/9/2025 0:00,Breakfast,345,311,311,SCRAMBLED TOFU W/ SPINACH (GF)(VN),30,1/2 Cup,30,1/2 Cup
9/9/2025 0:00,Breakfast,345,311,311,EGGS SCRAMBLED (GF)(VGT),432,1/2 cup Serving,432,1/2 cup Serving
9/9/2025 0:00,Breakfast,345,311,311,SAUSAGE PATTIES PORK (GF)(T9),,Patty,,Patty
9/9/2025 0:00,Breakfast,345,311,311,POTATOES TRITATERS DEEP FRIED (VN),200,2 Tritaters,240,2 Tritaters
9/9/2025 0:00,Breakfast,345,311,311,WAFFLES GRILLED (VGT),144,1 Waffle,36,1 Waffle
9/9/2025 0:00,Breakfast,345,311,311,SMOOTHIE TROPICAL VEGAN (GF)(VN)(T9),96,6 oz,96,6 oz
9/9/2025 0:00,Breakfast,345,311,311,MUFFINS CHOCOLATE CHOC CHIP BATTER (VGT),48,Muffin,48,Muffin
9/9/2025 0:00,Breakfast,345,311,311,MUFFINS APPLE CINNAMON BATTER (VGT),48,Muffin,48,Muffin
9/9/2025 0:00,Breakfast,345,311,311,SCONES ASSORTED MINI FZ (VGT),48,Scone,48,Scone
9/9/2025 0:00,Lunch,760,779,779,BROWNIE COOKIE AND CREAM (VGT),160,Brownie,160,Brownie
9/9/2025 0:00,Lunch,760,779,779,LETTUCE ICEBERG PRESHREDDED (GF)(VN)(T9),400,1 oz Serving,320,1 oz Serving
