eventdate,mealname,fcst_custcount,served_custcount,sold_custcount,itemname,fcst_prtncount,fcst_prtnsize,sold_prtncount,served_prtnsize
8/28/2025 0:00,Dinner,470,450,450,"TORTILLAS FLOUR 6"" (VN)",400,Tortilla,228,Tortilla
8/28/2025 0:00,Dinner,470,450,450,RICE MEDIUM GRAIN (GF)(VN)(T9),400,1/2 Cup,288,1/2 Cup
8/28/2025 0:00,Dinner,470,450,450,SAUCE PLUM SWEET AND SPICY (GF)(VN)(T9),300,1 Tablespoon,160,1 Tablespoon
8/28/2025 0:00,Dinner,470,450,450,LIME WEDGES (GF)(VN)(T9),,Wedge,,Wedge
8/28/2025 0:00,Dinner,470,450,450,RED ONIONS PICKLED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
8/28/2025 0:00,Dinner,470,450,450,BARS RICE KRISPIE TREATS SCRATCH,,Bar,,Bar
8/28/2025 0:00,Dinner,470,450,450,COOKIE CARDAMOM ORANGE (VN),50,Cookie,14,Cookie
8/28/2025 0:00,Dinner,470,450,450,COOKIES CHOCOLATE CHUNK EB (VGT),72,Cookie,72,Cookie
8/29/2025 0:00,Breakfast,260,316,316,MUFFINS BLUEBERRY BATTER (VGT),24,Muffin,0,Muffin
8/29/2025 0:00,Breakfast,260,316,316,HOT CEREAL OATMEAL (VN),,8 oz Cup,,8 oz Cup
8/29/2025 0:00,Breakfast,260,316,316,VEGETABLES SAUTEED (GF)(VN)(T9),40,1/2 Cup,60,1/2 Cup
8/29/2025 0:00,Breakfast,260,316,316,TOFU SCRAMBLE BRUSCHETTA (GF)(VN),24,1/2 cup,29,1/2 cup
8/29/2025 0:00,Breakfast,260,316,316,EGGS SCRAMBLED (GF)(VGT),360,1/2 cup Serving,216,1/2 cup Serving
8/29/2025 0:00,Breakfast,260,316,316,SAUSAGE PATTIES PORK (GF)(T9),320,Patty,320,Patty
8/29/2025 0:00,Breakfast,260,316,316,POTATOES HOME FRIES (GF)(VN)(T9),140,1/2 Cup,140,1/2 Cup
8/29/2025 0:00,Breakfast,260,316,316,WAFFLES DUTCH PREMADE DEEP FRIED (VGT),128,Waffle,144,Waffle
8/29/2025 0:00,Breakfast,260,316,316,MUFFINS CHOCOLATE CHOC CHIP BATTER (VGT),,Muffin,48,Muffin
8/29/2025 0:00,Breakfast,260,316,316,DONUT HOLES CINNAMON (VGT),40,3 Donut Holes,60,3 Donut Holes
8/29/2025 0:00,Breakfast,260,316,316,DONUT HOLES SOUR CREAM GLAZED (VGT),40,3 Donut Holes,60,3 Donut Holes
8/29/2025 0:00,Lunch,730,725,725,VEGETABLES ROASTED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
8/29/2025 0:00,Lunch,730,725,725,MUSTARD HONEY(GF)(VGT)(T9),128,Tablespoon,128,Tablespoon
8/29/2025 0:00,Lunch,730,725,725,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
8/29/2025 0:00,Lunch,730,725,725,PITA WEDGES (VN),,4 Pieces,,4 Pieces
8/29/2025 0:00,Lunch,730,725,725,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
8/29/2025 0:00,Lunch,730,725,725,SALAD LENTIL GREEK WITH FETA (GF)(VGT),,2 oz Serving,,2 oz Serving
8/29/2025 0:00,Lunch,730,725,725,FAJITAS TEMPEH VEGETABLE (VN),96,Fajita,102,Fajita
8/29/2025 0:00,Lunch,730,725,725,RICE TEX MEX (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
8/29/2025 0:00,Lunch,730,725,725,VEGETABLES SAUTEED (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
8/29/2025 0:00,Lunch,730,725,725,RICE WHITE LIME CILANTRO (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
8/29/2025 0:00,Lunch,730,725,725,CHICKEN THIGH HONEY LIME (GF)(H)(T9),400,3 oz,320,3 oz
8/29/2025 0:00,Lunch,730,725,725,RICE TEX MEX (GF)(VN)(T9),,1/2 Cup,260,1/2 Cup
8/29/2025 0:00,Lunch,730,725,725,VEGETABLES SAUTEED (GF)(VN)(T9),,1/2 Cup,300,1/2 Cup
8/29/2025 0:00,Lunch,730,725,725,RICE WHITE LIME CILANTRO (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
8/29/2025 0:00,Lunch,730,725,725,QUESADILLAS CHICKEN THIGH (H),,Quesadilla,,Quesadilla
8/29/2025 0:00,Lunch,730,725,725,SALSA MILD (GF)(VN)(T9),,1/4 Cup,,1/4 Cup
8/29/2025 0:00,Lunch,730,725,725,SOUR CREAM (GF)(VGT),,1 oz Serving,,1 oz Serving
8/29/2025 0:00,Lunch,730,725,725,GRILLED CHEESE WHITE (VGT),800,1/2 Sandwich,616,1/2 Sandwich
8/29/2025 0:00,Lunch,730,725,725,SOUP CREAM OF TOMATO (VGT),96,8 oz Cup,64,8 oz Cup
8/29/2025 0:00,Lunch,730,725,725,FLATBREAD PIZZA PEPPERONI (H),200,Slice,160,Slice
8/29/2025 0:00,Lunch,730,725,725,FLATBREAD PIZZA CHEESE (VGT),200,Slice,120,Slice
8/29/2025 0:00,Lunch,730,725,725,CHICKEN TENDERS,1920,2 Pieces,1387,2 Pieces
8/29/2025 0:00,Lunch,730,725,725,POTATOES FRIES CURLY SEASONED (VN),600,1/2 Cup,900,1/2 Cup
8/29/2025 0:00,Lunch,730,725,725,DRESSING RANCH HOMEMADE (GF)(VGT),128,1 oz Serving,192,1 oz Serving
8/29/2025 0:00,Lunch,730,725,725,SAUCE BBQ SWEET BABY RAYS (GF)(VN)(T9),128,Ounce,160,Ounce
8/29/2025 0:00,Lunch,730,725,725,SAUCE FRANKS RED HOT BUFFALO(VN)(GF)(T9),,Teaspoon,,Teaspoon
8/29/2025 0:00,Lunch,730,725,725,BAR CEREAL REESES W/ PEANUT BUTTER,80,Bar,45,Bar
8/29/2025 0:00,Lunch,730,725,725,COOKIES CHOCOLATE CHUNK EB (VGT),300,Cookie,81,Cookie
8/29/2025 0:00,Dinner,325,438,438,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
8/29/2025 0:00,Dinner,325,438,438,PITA WEDGES (VN),,4 Pieces,,4 Pieces
8/29/2025 0:00,Dinner,325,438,438,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
8/29/2025 0:00,Dinner,325,438,438,SALAD LENTIL GREEK WITH FETA (GF)(VGT),,2 oz Serving,,2 oz Serving
8/29/2025 0:00,Dinner,325,438,438,TEMPEH MONGOLIAN W/ FRD NOODLES (VN),72,1/2 Cup,64,1/2 Cup
8/29/2025 0:00,Dinner,325,438,438,RICE PILAF (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
8/29/2025 0:00,Dinner,325,438,438,VEGETABLES ROASTED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
8/29/2025 0:00,Dinner,325,438,438,CHICKEN THIGH HERB BAKED (GF)(H)(T9),183,4 oz Serving,274,4 oz Serving
8/29/2025 0:00,Dinner,325,438,438,RICE PILAF (GF)(VN)(T9),200,1/2 Cup,,1/2 Cup
8/29/2025 0:00,Dinner,325,438,438,RICE WHITE LIME CILANTRO (GF)(VN)(T9),,1/2 Cup,320,1/2 Cup
8/29/2025 0:00,Dinner,325,438,438,VEGETABLES ROASTED (GF)(VN)(T9),200,1 oz Serving,1120,1 oz Serving
8/29/2025 0:00,Dinner,325,438,438,UNIT CHOICE MEAL,,TITLE,,TITLE
8/29/2025 0:00,Dinner,325,438,438,FLATBREAD PIZZA PEPPERONI (H),160,Slice,144,Slice
8/29/2025 0:00,Dinner,325,438,438,FLATBREAD PIZZA CHEESE (VGT),160,Slice,160,Slice
8/29/2025 0:00,Dinner,325,438,438,CHICKEN TENDERS,,2 Pieces,,2 Pieces
8/29/2025 0:00,Dinner,325,438,438,POTATOES FRIES CURLY SEASONED (VN),,1/2 Cup,,1/2 Cup
8/29/2025 0:00,Dinner,325,438,438,DRESSING RANCH HOMEMADE (GF)(VGT),,1 oz Serving,,1 oz Serving
8/29/2025 0:00,Dinner,325,438,438,SAUCE BBQ SWEET BABY RAYS (GF)(VN)(T9),,Ounce,,Ounce
8/29/2025 0:00,Dinner,325,438,438,MUSTARD HONEY(GF)(VGT)(T9),,Tablespoon,,Tablespoon
8/29/2025 0:00,Dinner,325,438,438,CAKE TIRAMISU (VGT),70,Piece,70,Piece
8/29/2025 0:00,Dinner,325,438,438,COOKIE KEY LIME (VN),50,Cookie,14,Cookie
8/30/2025 0:00,Brunch,325,388,388,HOT CEREAL OATMEAL (VN),,8 oz Cup,,8 oz Cup
8/30/2025 0:00,Brunch,325,388,388,TOFU SCRAMBLE BRUSCHETTA (GF)(VN),50,1/2 cup,32,1/2 cup
8/30/2025 0:00,Brunch,325,388,388,EGGS SCRAMBLED (GF)(VGT),400,1/2 cup Serving,400,1/2 cup Serving
8/30/2025 0:00,Brunch,325,388,388,SAUSAGE PATTIES CHICKEN (GF)(T9),512,Patty,512,Patty
8/30/2025 0:00,Brunch,325,388,388,POTATOES HERB RSTED BFAST (VN)(GF)(T9),180,1/2 Cup,180,1/2 Cup
8/30/2025 0:00,Brunch,325,388,388,FRENCH TOAST TEXAS (VGT),180,1 Slices,180,1 Slices
8/30/2025 0:00,Brunch,325,388,388,PORRIDGE FARRO COCONUT WITH FRUIT (VN),48,1/4 Cup,48,1/4 Cup
8/30/2025 0:00,Brunch,325,388,388,CHICKEN THIGH CACCIATORE (H)(GF)(T9),96,1/2 Cup,96,1/2 Cup
8/30/2025 0:00,Brunch,325,388,388,RICE WHITE LONG GRAIN (GF)(VN)(T9),96,1/2 Cup,96,1/2 Cup
8/30/2025 0:00,Brunch,325,388,388,ARUGULA (GF)(VN)(T9),96,Ounce,96,Ounce
8/30/2025 0:00,Brunch,325,388,388,FLATBREAD PIZZA PEPPERONI (H),112,Slice,136,Slice
8/30/2025 0:00,Brunch,325,388,388,FLATBREAD PIZZA CHEESE (VGT),112,Slice,152,Slice
8/30/2025 0:00,Brunch,325,388,388,CROISSANT CHOCOLATE PILLSBURY (VGT),96,Each,96,Each
8/30/2025 0:00,Brunch,325,388,388,MUFFINS BLUEBERRY BATTER (VGT),72,Muffin,72,Muffin
8/30/2025 0:00,Brunch,325,388,388,MUFFINS CAPPUCCINO CHOC CHIP BATTER(VGT),72,Muffin,72,Muffin
8/30/2025 0:00,Brunch,325,388,388,DONUTS CINNAMON SUGAR (VGT),96,Donut,96,Donut
8/31/2025 0:00,Brunch,425,424,424,HOT CEREAL OATMEAL (VN),0,8 oz Cup,0,8 oz Cup
8/31/2025 0:00,Brunch,425,424,424,TOFU SCRAMBLE SOUTHWEST (VN)(GF),60,1/2 cup,32,1/2 cup
8/31/2025 0:00,Brunch,425,424,424,EGGS SCRAMBLED (GF)(VGT),432,1/2 cup Serving,216,1/2 cup Serving
8/31/2025 0:00,Brunch,425,424,424,SAUSAGE PATTIES PORK (GF)(T9),320,Patty,320,Patty
8/31/2025 0:00,Brunch,425,424,424,POTATOES TATER TOTS DEEP FRIED (VN),300,1/2 Cup,160,1/2 Cup
8/31/2025 0:00,Brunch,425,424,424,BISCUIT SAUSAGE EGG & CHEESE,216,Sandwich,216,Sandwich
8/31/2025 0:00,Brunch,425,424,424,FRENCH TOAST STICKS DEEP FRIED (VGT),,3 Sticks,,3 Sticks
8/31/2025 0:00,Brunch,425,424,424,RICE BASMATI (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
8/31/2025 0:00,Brunch,425,424,424,LAMB APRICOT TAGINE (GF)(H)(T9),,1/4 Cup Serving,,1/4 Cup Serving
8/31/2025 0:00,Brunch,425,424,424,BEEF STEW CLASSIC (GF)(H)(T9),,5 oz serving,,5 oz serving
8/31/2025 0:00,Brunch,425,424,424,BURGER BLEND MUSHROOM SWISS WHITE (H),,Burger,,Burger
8/31/2025 0:00,Brunch,425,424,424,TOFU MOJITO (VN)(GF),48,3 oz Serving,48,3 oz Serving
8/31/2025 0:00,Brunch,425,424,424,QUINOA (VN)(GF)(T9),,1/2 Cup,,1/2 Cup
8/31/2025 0:00,Brunch,425,424,424,VEGETABLES ROASTED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
8/31/2025 0:00,Brunch,425,424,424,CHICKEN TENDERLOIN MOJO GRILL(H)(GF)(T9),191,3 oz Serving,213,3 oz Serving
8/31/2025 0:00,Brunch,425,424,424,QUINOA (VN)(GF)(T9),64,1/2 Cup,53,1/2 Cup
8/31/2025 0:00,Brunch,425,424,424,VEGETABLES ROASTED (GF)(VN)(T9),64,1 oz Serving,320,1 oz Serving
8/31/2025 0:00,Brunch,425,424,424,FLATBREAD PIZZA PEPPERONI (H),112,Slice,112,Slice
8/31/2025 0:00,Brunch,425,424,424,FLATBREAD PIZZA CHEESE (VGT),112,Slice,112,Slice
8/31/2025 0:00,Brunch,425,424,424,BREAD LEMON POPPY SEED SCRATCH (VGT),60,Pieces,40,Pieces
8/31/2025 0:00,Brunch,425,424,424,DONUTS CHOCOLATE ICED (VGT),96,Donut,96,Donut
8/31/2025 0:00,Brunch,425,424,424,DANISH ASSORT MINI SCHULS TREE NUT (VGT),96,Danish,96,Danish
8/31/2025 0:00,Brunch,425,424,424,MUFFINS CHOCOLATE CHOC CHIP BATTER (VGT),72,Muffin,62,Muffin
9/1/2025 0:00,Brunch,300,357,357,VEGETABLES SAUTEED (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/1/2025 0:00,Brunch,300,357,357,MUFFINS BLUEBERRY BATTER (VGT),,Muffin,,Muffin
9/1/2025 0:00,Brunch,300,357,357,TOFU SCRAMBLE SOUTHWEST (VN)(GF),24,1/2 cup,24,1/2 cup
9/1/2025 0:00,Brunch,300,357,357,EGGS SCRAMBLED (GF)(VGT),140,1/2 cup Serving,216,1/2 cup Serving
9/1/2025 0:00,Brunch,300,357,357,SAUSAGE PATTIES CHICKEN (GF)(T9),200,Patty,512,Patty
9/1/2025 0:00,Brunch,300,357,357,POTATOES SWEET WEDGES (GF)(VN)(T9),120,1/2 Cup,120,1/2 Cup
9/1/2025 0:00,Brunch,300,357,357,QUICHE FLORENTINE (VGT),80,Piece,80,Piece
9/1/2025 0:00,Brunch,300,357,357,CHIPS PITA FRIED (VN),400,4 Chips,400,4 Chips
9/1/2025 0:00,Brunch,300,357,357,PITA WEDGES (VN),300,4 Pieces,300,4 Pieces
9/1/2025 0:00,Brunch,300,357,357,HUMMUS (GF)(VN),300,1 oz Serving,300,1 oz Serving
9/1/2025 0:00,Brunch,300,357,357,SALAD SEAFOOD,,4 oz Serving,,4 oz Serving
9/1/2025 0:00,Brunch,300,357,357,FALAFEL CHICKPEA (VN),120,3 oz Serving,80,3 oz Serving
9/1/2025 0:00,Brunch,300,357,357,SAUCE TAHINI (GF)(VN),80,1/8 Cup,44,1/8 Cup
9/1/2025 0:00,Brunch,300,357,357,RELISH FALAFEL (GF)(VN)(T9),,1/8 cup,,1/8 cup
9/1/2025 0:00,Brunch,300,357,357,BREAD GRECIAN PITA FOLDS (VN),60,Pita Wedge,60,Pita Wedge
9/1/2025 0:00,Brunch,300,357,357,PILAFI (GREEK STYLE RICE) (GF)(VN)(T9),,3 oz Serving,,3 oz Serving
9/1/2025 0:00,Brunch,300,357,357,VEGETABLES ROASTED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/1/2025 0:00,Brunch,300,357,357,CHICKEN THIGH TOPPING GREEK (GF)(H)(T9),275,2 oz Serving,480,2 oz Serving
9/1/2025 0:00,Brunch,300,357,357,RELISH FALAFEL (GF)(VN)(T9),200,1/8 cup,160,1/8 cup
9/1/2025 0:00,Brunch,300,357,357,SAUCE GARLIC (GF)(VN)(T9),200,2 Tablespoons,64,2 Tablespoons
9/1/2025 0:00,Brunch,300,357,357,PILAFI (GREEK STYLE RICE) (GF)(VN)(T9),225,3 oz Serving,145,3 oz Serving
9/1/2025 0:00,Brunch,300,357,357,VEGETABLES ROASTED (GF)(VN)(T9),200,1 oz Serving,288,1 oz Serving
9/1/2025 0:00,Brunch,300,357,357,FLATBREAD PIZZA CHEESE (VGT),160,Slice,160,Slice
9/1/2025 0:00,Brunch,300,357,357,FLATBREAD PIZZA SPINACH FETA (VGT),160,Slices,160,Slices
9/1/2025 0:00,Brunch,300,357,357,COOKIES CHOCOLATE CHUNK EB (VGT),200,Cookie,94,Cookie
9/1/2025 0:00,Brunch,300,357,357,COOKIES OATMEAL RAISIN EB (VGT),80,Cookie,75,Cookie
9/1/2025 0:00,Brunch,300,357,357,MUFFINS LEMON POPPYSEED BATTER (VGT),36,Muffin,48,Muffin
9/1/2025 0:00,Dinner,400,431,431,CHIPS PITA FRIED (VN),,4 Chips,,4 Chips
9/1/2025 0:00,Dinner,400,431,431,PITA WEDGES (VN),,4 Pieces,,4 Pieces
9/1/2025 0:00,Dinner,400,431,431,HUMMUS (GF)(VN),,1 oz Serving,,1 oz Serving
9/1/2025 0:00,Dinner,400,431,431,SALAD SEAFOOD,,4 oz Serving,,4 oz Serving
9/1/2025 0:00,Dinner,400,431,431,TEMPEH GRILLED DIJON BALSAMIC (VN)(GF),70,1/2 Cup,74,1/2 Cup
9/1/2025 0:00,Dinner,400,431,431,JAM ROASTED PEPPER (GF)(VN)(T9),,Ounce,,Ounce
9/1/2025 0:00,Dinner,400,431,431,GRAIN BLEND RUBY WILD (GF)(VN)(T9),,4 oz Serving,,4 oz Serving
9/1/2025 0:00,Dinner,400,431,431,VEGETABLES ROASTED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/1/2025 0:00,Dinner,400,431,431,CHICKEN HERB GRILLED (GF)(H)(T9),300,3 oz Piece,240,3 oz Piece
9/1/2025 0:00,Dinner,400,431,431,JAM ROASTED PEPPER (GF)(VN)(T9),200,Ounce,96,Ounce
9/1/2025 0:00,Dinner,400,431,431,GRAIN BLEND RUBY WILD (GF)(VN)(T9),200,4 oz Serving,160,4 oz Serving
9/1/2025 0:00,Dinner,400,431,431,VEGETABLES ROASTED (GF)(VN)(T9),200,1 oz Serving,160,1 oz Serving
9/1/2025 0:00,Dinner,400,431,431,CAVATAPPI W/ MARINARA SAUCE (VN),220,3 oz Serving,318,3 oz Serving
9/1/2025 0:00,Dinner,400,431,431,FLATBREAD PIZZA SPINACH FETA (VGT),204,Slices,272,Slices
9/1/2025 0:00,Dinner,400,431,431,FLATBREAD PIZZA CHEESE (VGT),204,Slice,272,Slice
9/1/2025 0:00,Dinner,400,431,431,CHICKEN THIGH BBQ SHREDDED (GF)(H)(T9),350,3 oz Serving,224,3 oz Serving
9/1/2025 0:00,Dinner,400,431,431,SALAD COLESLAW CREAMY (GF)(VGT),175,1/2 Cup,50,1/2 Cup
9/1/2025 0:00,Dinner,400,431,431,POTATO RANCH ROASTED (GF)(VGT),300,5 oz Serving,144,5 oz Serving
9/1/2025 0:00,Dinner,400,431,431,VEGETABLES GRILLED (GF)(VN)(T9),175,1/2 Cup,180,1/2 Cup
9/1/2025 0:00,Dinner,400,431,431,BARS BROWNIES HEATH CRUNCH ALMOND (VGT),160,Brownie,72,Brownie
9/1/2025 0:00,Dinner,400,431,431,COOKIES CHOCOLATE CHUNK EB (VGT),72,Cookie,48,Cookie
9/2/2025 0:00,Breakfast,315,343,343,SAUSAGE PATTIES TURKEY (GF)(T9),300,Patty,300,Patty
9/2/2025 0:00,Breakfast,315,343,343,HOT CEREAL OATMEAL (VN),,8 oz Cup,,8 oz Cup
9/2/2025 0:00,Breakfast,315,343,343,VEGETABLES SAUTEED (GF)(VN)(T9),50,1/2 Cup,55,1/2 Cup
9/2/2025 0:00,Breakfast,315,343,343,TOFU SCRAMBLE SOUTHWEST (VN)(GF),40,1/2 cup,29,1/2 cup
9/2/2025 0:00,Breakfast,315,343,343,EGGS SCRAMBLED (GF)(VGT),432,1/2 cup Serving,432,1/2 cup Serving
9/2/2025 0:00,Breakfast,315,343,343,SAUSAGE PATTIES CHICKEN (GF)(T9),,Patty,,Patty
9/2/2025 0:00,Breakfast,315,343,343,POTATOES SOUTHERN STYLE (GF)(VN)(T9),180,1/2 Cup,200,1/2 Cup
9/2/2025 0:00,Breakfast,315,343,343,BEEF CORNED HASH (GF),180,1/2 Cup,120,1/2 Cup
9/2/2025 0:00,Breakfast,315,343,343,SMOOTHIE PINEAPPLE STRAWBERRY(GF)(VGT),96,6 oz,85,6 oz
9/2/2025 0:00,Breakfast,315,343,343,MUFFINS CAPPUCCINO CHOC CHIP BATTER(VGT),24,Muffin,48,Muffin
9/2/2025 0:00,Breakfast,315,343,343,MUFFINS APPLE CINNAMON BATTER (VGT),24,Muffin,48,Muffin
9/2/2025 0:00,Breakfast,315,343,343,CROISSANT CHOCOLATE PILLSBURY (VGT),72,Each,48,Each
9/2/2025 0:00,Lunch,880,773,773,CHICKEN PULLED SRIRACHA (GF)(H),1200,4 Oz,940,4 Oz
9/2/2025 0:00,Lunch,880,773,773,RICE WHITE LIME CILANTRO (GF)(VN)(T9),650,1/2 Cup,480,1/2 Cup
9/2/2025 0:00,Lunch,880,773,773,CAULIFLOWER CHICKPEAS (GF)(VN)(T9),300,3 oz serving,456,3 oz serving
9/2/2025 0:00,Lunch,880,773,773,TACO SHELLS (VN)(GF)(T9),800,Shell,700,Shell
9/2/2025 0:00,Lunch,880,773,773,SALSA MILD (GF)(VN)(T9),400,1/4 Cup,432,1/4 Cup
9/2/2025 0:00,Lunch,880,773,773,LETTUCE ICEBERG PRESHREDDED (GF)(VN)(T9),400,1 oz Serving,320,1 oz Serving
9/2/2025 0:00,Lunch,880,773,773,GUACAMOLE FROZEN (GF)(VN)(T9),650,1 oz Serving,950,1 oz Serving
9/2/2025 0:00,Lunch,880,773,773,SHREDDED MEXICAN CHEESE BLEND(GF)(VGT),600,1/8 cup,560,1/8 cup
9/2/2025 0:00,Lunch,880,773,773,CHILI THREE BEAN (GF)(VN)(T9),96,8 oz Cup,66,8 oz Cup
9/2/2025 0:00,Lunch,880,773,773,CHIPS CORN (GF)(VN)(T9),64,1 oz Serving,96,1 oz Serving
9/2/2025 0:00,Lunch,880,773,773,ONIONS GREEN CHOPPED (GF)(VN)(T9),64,1/4 Cup,48,1/4 Cup
9/2/2025 0:00,Lunch,880,773,773,CHICKEN CURRY MONSOON (GF)(H),600,1/2 Cup,420,1/2 Cup
9/2/2025 0:00,Lunch,880,773,773,RICE BASMATI (GF)(VN)(T9),500,1/2 Cup,244,1/2 Cup
9/2/2025 0:00,Lunch,880,773,773,VEGETABLES ROASTED (GF)(VN)(T9),500,1 oz Serving,640,1 oz Serving
9/2/2025 0:00,Lunch,880,773,773,VEGETABLES ROASTED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/2/2025 0:00,Lunch,880,773,773,CHICKEN 3 OZ HERB GRILLED (GF)(T9),,3 oz Piece,,3 oz Piece
9/2/2025 0:00,Lunch,880,773,773,CHICKEN DRUMSTICKS BBQ (GF)(H)(T9),,2 Drumsticks,,2 Drumsticks
9/2/2025 0:00,Lunch,880,773,773,HAMBURGER BLEND (H)(GF)(T9),,Patty,,Patty
9/2/2025 0:00,Lunch,880,773,773,BUNS HAMBURGER METRO (VN),,Bun,,Bun
9/2/2025 0:00,Lunch,880,773,773,CHICKEN LOIN HONEY LIME (GF)(H)(T9),,3 oz Serving,,3 oz Serving
9/2/2025 0:00,Lunch,880,773,773,FLATBREAD PIZZA BLT,400,Slice,432,Slice
9/2/2025 0:00,Lunch,880,773,773,FLATBREAD PIZZA CHEESE (VGT),320,Slice,368,Slice
9/2/2025 0:00,Lunch,880,773,773,CHIPS TORTILLA (GF)(VN)(T9),280,1 oz Serving,192,1 oz Serving
9/2/2025 0:00,Lunch,880,773,773,"TORTILLAS FLOUR 6"" (VN)",600,Tortilla,216,Tortilla
9/2/2025 0:00,Lunch,880,773,773,RED ONIONS PICKLED (GF)(VN)(T9),160,1 oz Serving,128,1 oz Serving
9/2/2025 0:00,Lunch,880,773,773,LIME WEDGES (GF)(VN)(T9),160,Wedge,0,Wedge
9/2/2025 0:00,Lunch,880,773,773,COOKIES CHOCOLATE CHUNK EB (VGT),408,Cookie,259,Cookie
9/2/2025 0:00,Lunch,880,773,773,COOKIES MAIZE AND BLUE EB (VGT),204,Cookie,124,Cookie
9/2/2025 0:00,Dinner,615,512,512,CHICKEN PATTY PARMESAN,600,5 oz Serving,468,5 oz Serving
9/2/2025 0:00,Dinner,615,512,512,ORZO W/ BASIL & PARMESAN (VGT),475,1/2 Cup,213,1/2 Cup
9/2/2025 0:00,Dinner,615,512,512,ZUCCHINI ROASTED (GF)(VN)(T9),350,3 oz serving,171,3 oz serving
9/2/2025 0:00,Dinner,615,512,512,SALSA MILD (GF)(VN)(T9),,1/4 Cup,,1/4 Cup
9/2/2025 0:00,Dinner,615,512,512,LETTUCE ICEBERG PRESHREDDED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/2/2025 0:00,Dinner,615,512,512,GUACAMOLE FROZEN (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/2/2025 0:00,Dinner,615,512,512,SHREDDED MEXICAN CHEESE BLEND(GF)(VGT),,1/8 cup,,1/8 cup
9/2/2025 0:00,Dinner,615,512,512,GRILLED PORTABELLO MUSHROOM (GF)(VN)(T9),120,Mushroom,118,Mushroom
9/2/2025 0:00,Dinner,615,512,512,RICE PILAF (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/2/2025 0:00,Dinner,615,512,512,ARUGULA (GF)(VN)(T9),80,Ounce,80,Ounce
9/2/2025 0:00,Dinner,615,512,512,PICO DE GALLO FRESH (GF)(VN)(T9),96,1 oz Serving,96,1 oz Serving
9/2/2025 0:00,Dinner,615,512,512,CHICKEN PULLED SRIRACHA (GF)(H),,4 Oz,,4 Oz
9/2/2025 0:00,Dinner,615,512,512,RICE WHITE LIME CILANTRO (GF)(VN)(T9),,1/2 Cup,,1/2 Cup
9/2/2025 0:00,Dinner,615,512,512,CAULIFLOWER CHICKPEAS (GF)(VN)(T9),,3 oz serving,,3 oz serving
9/2/2025 0:00,Dinner,615,512,512,TACO SHELLS (VN)(GF)(T9),,Shell,,Shell
9/2/2025 0:00,Dinner,615,512,512,CAVATAPPI W/ MARINARA SAUCE (VN),,3 oz Serving,224,3 oz Serving
9/2/2025 0:00,Dinner,615,512,512,VEGETABLES ROASTED (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/2/2025 0:00,Dinner,615,512,512,FLATBREAD PIZZA BLT,300,Slice,308,Slice
9/2/2025 0:00,Dinner,615,512,512,FLATBREAD PIZZA CHEESE (VGT),300,Slice,316,Slice
9/2/2025 0:00,Dinner,615,512,512,CHIPS TORTILLA (GF)(VN)(T9),,1 oz Serving,,1 oz Serving
9/2/2025 0:00,Dinner,615,512,512,"TORTILLAS FLOUR 6"" (VN)",,Tortilla,,Tortilla
9/2/2025 0:00,Dinner,615,512,512,CAKE BROWN SUGAR CARAMEL (VGT),140,Pieces,80,Pieces
9/2/2025 0:00,Dinner,615,512,512,BARS COOKIE CHOCOLATE CHIP (VN),80,Bar,40,Bar
9/2/2025 0:00,Dinner,615,512,512,COOKIES CHOCOLATE CHUNK EB (VGT),72,Cookie,0,Cookie
9/3/2025 0:00,Breakfast,290,369,369,HOT CEREAL OATMEAL (VN),0,8 oz Cup,0,8 oz Cup
9/3/2025 0:00,Breakfast,290,369,369,VEGETABLES SAUTEED (GF)(VN)(T9),50,1/2 Cup,60,1/2 Cup
9/3/2025 0:00,Breakfast,290,369,369,TOFU SCRAMBLE SOUTHWEST (VN)(GF),40,1/2 cup,29,1/2 cup
9/3/2025 0:00,Breakfast,290,369,369,EGGS SCRAMBLED (GF)(VGT),432,1/2 cup Serving,432,1/2 cup Serving
9/3/2025 0:00,Breakfast,290,369,369,BACON PRECOOKED (GF)(T9),188,4 Slices,288,4 Slices
